Branch,City,Customer type,Date,Gender,Invoice ID,Payment,Product line,Time,Cogs,Customer type (copy),Gross Income,Gross Margin Percentage,Payment (copy),Quantity,Rating,Tax 5%,Total,Unit price
A,Yangon,Normal,16-03-2019,Female,727-17-0390,Ewallet,Food and beverages,30-12-1899 12:43:00 pm,318.05,,15.9025,4.761904762,,5,4.8,15.9025,333.9525,63.61
A,Yangon,Normal,03-03-2019,Male,568-88-3448,Ewallet,Health and beauty,30-12-1899 03:09:00 pm,25,,1.25,4.761904762,,1,5.5,1.25,26.25,25
A,Yangon,Member,31-01-2019,Male,187-83-5490,Cash,Electronic accessories,30-12-1899 01:47:00 pm,83.08,,4.154,4.761904762,,4,4.7,4.154,87.234,20.77
B,Mandalay,Member,13-02-2019,Female,767-54-1907,Cash,Fashion accessories,30-12-1899 04:59:00 pm,147.8,,7.39,4.761904762,,5,6.9,7.39,155.19,29.56
B,Mandalay,Member,15-02-2019,Female,710-46-4433,Credit card,Food and beverages,30-12-1899 02:15:00 pm,696.6,,34.83,4.761904762,,9,4.5,34.83,731.43,77.4
B,Mandalay,Normal,07-02-2019,Male,533-33-5337,Cash,Electronic accessories,30-12-1899 08:24:00 pm,793.9,,39.695,4.761904762,,10,6.2,39.695,833.595,79.39
C,Naypyitaw,Member,27-01-2019,Female,325-90-8763,Cash,Electronic accessories,30-12-1899 01:58:00 pm,465.7,,23.285,4.761904762,,10,7.6,23.285,488.985,46.57
C,Naypyitaw,Normal,23-02-2019,Male,729-46-7422,Credit card,Food and beverages,30-12-1899 04:52:00 pm,35.89,,1.7945,4.761904762,,1,7.9,1.7945,37.6845,35.89
C,Naypyitaw,Normal,03-02-2019,Male,639-76-1242,Cash,Food and beverages,30-12-1899 03:19:00 pm,202.6,,10.13,4.761904762,,5,4.5,10.13,212.73,40.52
B,Mandalay,Member,03-03-2019,Female,234-03-4040,Credit card,Food and beverages,30-12-1899 12:25:00 pm,730.5,,36.525,4.761904762,,10,8.7,36.525,767.025,73.05
C,Naypyitaw,Normal,03-02-2019,Female,326-71-2155,Cash,Sports and travel,30-12-1899 10:02:00 am,295.8,,14.79,4.761904762,,4,6.1,14.79,310.59,73.95
C,Naypyitaw,Member,17-03-2019,Female,320-32-8842,Cash,Food and beverages,30-12-1899 06:58:00 pm,22.62,,1.131,4.761904762,,1,6.4,1.131,23.751,22.62
A,Yangon,Member,28-03-2019,Male,470-32-9057,Credit card,Food and beverages,30-12-1899 03:31:00 pm,256.7,,12.835,4.761904762,,5,9.1,12.835,269.535,51.34
C,Naypyitaw,Member,02-03-2019,Female,878-30-2331,Credit card,Sports and travel,30-12-1899 11:22:00 am,545.5,,27.275,4.761904762,,10,7.1,27.275,572.775,54.55
C,Naypyitaw,Member,08-02-2019,Female,440-59-5691,Credit card,Health and beauty,30-12-1899 01:12:00 pm,260.05,,13.0025,4.761904762,,7,7.7,13.0025,273.0525,37.15
B,Mandalay,Normal,22-03-2019,Male,554-53-3790,Cash,Sports and travel,30-12-1899 06:33:00 pm,222.12,,11.106,4.761904762,,6,4.5,11.106,233.226,37.02
C,Naypyitaw,Normal,09-02-2019,Male,746-19-0921,Ewallet,Food and beverages,30-12-1899 10:02:00 am,21.58,,1.079,4.761904762,,1,7.2,1.079,22.659,21.58
C,Naypyitaw,Member,15-02-2019,Female,233-34-0817,Cash,Electronic accessories,30-12-1899 11:21:00 am,98.84,,4.942,4.761904762,,1,8.4,4.942,103.782,98.84
C,Naypyitaw,Member,23-01-2019,Female,767-05-1286,Ewallet,Home and lifestyle,30-12-1899 12:10:00 pm,502.62,,25.131,4.761904762,,6,5.4,25.131,527.751,83.77
A,Yangon,Member,25-01-2019,Female,340-21-9136,Cash,Sports and travel,30-12-1899 11:40:00 am,160.2,,8.01,4.761904762,,4,9.7,8.01,168.21,40.05
A,Yangon,Member,02-02-2019,Male,405-31-3305,Credit card,Fashion accessories,30-12-1899 06:31:00 pm,431.3,,21.565,4.761904762,,10,5.5,21.565,452.865,43.13
B,Mandalay,Member,30-03-2019,Male,731-59-7531,Cash,Health and beauty,30-12-1899 05:58:00 pm,580.56,,29.028,4.761904762,,8,4.6,29.028,609.588,72.57
A,Yangon,Member,30-03-2019,Female,676-39-6028,Cash,Electronic accessories,30-12-1899 05:04:00 pm,322.2,,16.11,4.761904762,,5,6.6,16.11,338.31,64.44
A,Yangon,Normal,25-02-2019,Male,502-05-1910,Credit card,Health and beauty,30-12-1899 08:35:00 pm,195.54,,9.777,4.761904762,,3,6.3,9.777,205.317,65.18
A,Yangon,Normal,18-03-2019,Female,485-30-8700,Credit card,Sports and travel,30-12-1899 04:10:00 pm,166.3,,8.315,4.761904762,,5,4.2,8.315,174.615,33.26
C,Naypyitaw,Normal,07-03-2019,Male,598-47-9715,Ewallet,Electronic accessories,30-12-1899 04:54:00 pm,336.28,,16.814,4.761904762,,4,4.4,16.814,353.094,84.07
B,Mandalay,Normal,16-03-2019,Male,701-69-8742,Ewallet,Sports and travel,30-12-1899 10:11:00 am,343.7,,17.185,4.761904762,,10,6.7,17.185,360.885,34.37
A,Yangon,Normal,29-01-2019,Male,575-67-1508,Ewallet,Electronic accessories,30-12-1899 11:26:00 am,38.6,,1.93,4.761904762,,1,6.7,1.93,40.53,38.6
C,Naypyitaw,Normal,02-02-2019,Male,541-08-3113,Cash,Food and beverages,30-12-1899 08:29:00 pm,527.76,,26.388,4.761904762,,8,8.4,26.388,554.148,65.97
C,Naypyitaw,Normal,15-02-2019,Female,246-11-3901,Cash,Electronic accessories,30-12-1899 12:12:00 pm,328,,16.4,4.761904762,,10,6.2,16.4,344.4,32.8
A,Yangon,Normal,08-01-2019,Male,674-15-9296,Ewallet,Sports and travel,30-12-1899 01:05:00 pm,185.7,,9.285,4.761904762,,5,5,9.285,194.985,37.14
B,Mandalay,Member,12-02-2019,Male,305-18-3552,Cash,Home and lifestyle,30-12-1899 04:19:00 pm,603.8,,30.19,4.761904762,,10,6,30.19,633.99,60.38
C,Naypyitaw,Member,01-01-2019,Female,493-65-6248,Credit card,Sports and travel,30-12-1899 07:48:00 pm,369.8,,18.49,4.761904762,,10,7,18.49,388.29,36.98
B,Mandalay,Member,21-03-2019,Female,438-01-4015,Ewallet,Sports and travel,30-12-1899 03:25:00 pm,197.96,,9.898,4.761904762,,4,6.6,9.898,207.858,49.49
B,Mandalay,Normal,28-02-2019,Female,709-58-4068,Cash,Fashion accessories,30-12-1899 02:42:00 pm,410.9,,20.545,4.761904762,,10,7.3,20.545,431.445,41.09
A,Yangon,Normal,23-03-2019,Male,795-49-7276,Ewallet,Fashion accessories,30-12-1899 06:59:00 pm,148.6,,7.43,4.761904762,,4,8.3,7.43,156.03,37.15
C,Naypyitaw,Normal,30-01-2019,Male,556-72-8512,Cash,Home and lifestyle,30-12-1899 08:47:00 pm,22.96,,1.148,4.761904762,,1,4.3,1.148,24.108,22.96
B,Mandalay,Member,04-02-2019,Female,627-95-3243,Ewallet,Home and lifestyle,30-12-1899 01:21:00 pm,699.12,,34.956,4.761904762,,9,9.8,34.956,734.076,77.68
B,Mandalay,Normal,13-03-2019,Female,686-41-0932,Ewallet,Fashion accessories,30-12-1899 07:48:00 pm,69.4,,3.47,4.761904762,,2,8.2,3.47,72.87,34.7
A,Yangon,Member,15-03-2019,Female,510-09-5628,Credit card,Fashion accessories,30-12-1899 06:20:00 pm,196.6,,9.83,4.761904762,,10,7.2,9.83,206.43,19.66
B,Mandalay,Member,05-03-2019,Female,608-04-3797,Ewallet,Health and beauty,30-12-1899 08:24:00 pm,202.56,,10.128,4.761904762,,8,8.7,10.128,212.688,25.32
C,Naypyitaw,Member,05-03-2019,Female,148-82-2527,Credit card,Home and lifestyle,30-12-1899 01:44:00 pm,121.2,,6.06,4.761904762,,10,8.4,6.06,127.26,12.12
B,Mandalay,Normal,26-02-2019,Male,437-53-3084,Ewallet,Fashion accessories,30-12-1899 11:48:00 am,199.78,,9.989,4.761904762,,2,7.1,9.989,209.769,99.89
B,Mandalay,Normal,20-03-2019,Male,632-32-4574,Cash,Sports and travel,30-12-1899 02:14:00 pm,607.36,,30.368,4.761904762,,8,5.5,30.368,637.728,75.92
C,Naypyitaw,Normal,01-01-2019,Female,556-97-7101,Cash,Electronic accessories,30-12-1899 03:51:00 pm,126.44,,6.322,4.761904762,,2,8.5,6.322,132.762,63.22
C,Naypyitaw,Normal,27-01-2019,Female,862-59-8517,Cash,Food and beverages,30-12-1899 11:17:00 am,541.44,,27.072,4.761904762,,6,6.2,27.072,568.512,90.24
B,Mandalay,Member,21-01-2019,Female,401-18-8016,Cash,Sports and travel,30-12-1899 05:36:00 pm,98.13,,4.9065,4.761904762,,1,8.9,4.9065,103.0365,98.13
A,Yangon,Member,02-02-2019,Female,420-18-8989,Cash,Sports and travel,30-12-1899 03:47:00 pm,412.16,,20.608,4.761904762,,8,9.6,20.608,432.768,51.52
B,Mandalay,Member,03-02-2019,Male,277-63-2961,Credit card,Sports and travel,30-12-1899 03:53:00 pm,73.97,,3.6985,4.761904762,,1,5.4,3.6985,77.6685,73.97
C,Naypyitaw,Member,05-01-2019,Female,573-98-8548,Ewallet,Fashion accessories,30-12-1899 12:40:00 pm,31.9,,1.595,4.761904762,,1,9.1,1.595,33.495,31.9
C,Naypyitaw,Normal,27-01-2019,Male,620-02-2046,Ewallet,Home and lifestyle,30-12-1899 07:48:00 pm,138.8,,6.94,4.761904762,,2,9,6.94,145.74,69.4
B,Mandalay,Normal,25-03-2019,Female,282-35-2475,Cash,Sports and travel,30-12-1899 05:53:00 pm,186.62,,9.331,4.761904762,,2,6.3,9.331,195.951,93.31
B,Mandalay,Normal,25-02-2019,Male,511-54-3087,Credit card,Sports and travel,30-12-1899 04:36:00 pm,88.45,,4.4225,4.761904762,,1,9.5,4.4225,92.8725,88.45
A,Yangon,Member,28-01-2019,Male,726-29-6793,Ewallet,Electronic accessories,30-12-1899 08:54:00 pm,193.44,,9.672,4.761904762,,8,9.8,9.672,203.112,24.18
B,Mandalay,Member,08-01-2019,Female,387-49-4215,Cash,Sports and travel,30-12-1899 12:50:00 pm,145.5,,7.275,4.761904762,,3,6.7,7.275,152.775,48.5
B,Mandalay,Normal,29-01-2019,Female,862-17-9201,Credit card,Food and beverages,30-12-1899 10:48:00 am,504.3,,25.215,4.761904762,,6,7.7,25.215,529.515,84.05
B,Mandalay,Member,29-03-2019,Male,291-21-5991,Cash,Health and beauty,30-12-1899 02:28:00 pm,306.45,,15.3225,4.761904762,,5,7,15.3225,321.7725,61.29
C,Naypyitaw,Member,09-02-2019,Female,602-80-9671,Credit card,Home and lifestyle,30-12-1899 05:15:00 pm,95.7,,4.785,4.761904762,,6,5.1,4.785,100.485,15.95
B,Mandalay,Member,16-01-2019,Female,347-72-6115,Credit card,Sports and travel,30-12-1899 06:03:00 pm,635.18,,31.759,4.761904762,,7,6.2,31.759,666.939,90.74
A,Yangon,Normal,05-01-2019,Female,209-61-0206,Ewallet,Home and lifestyle,30-12-1899 05:29:00 pm,214.55,,10.7275,4.761904762,,5,6.1,10.7275,225.2775,42.91
A,Yangon,Normal,27-01-2019,Female,595-27-4851,Ewallet,Fashion accessories,30-12-1899 06:05:00 pm,379.96,,18.998,4.761904762,,7,9.3,18.998,398.958,54.28
A,Yangon,Normal,14-03-2019,Male,189-52-0236,Cash,Electronic accessories,30-12-1899 12:07:00 pm,696.85,,34.8425,4.761904762,,7,7.6,34.8425,731.6925,99.55
C,Naypyitaw,Member,23-02-2019,Male,503-07-0930,Credit card,Sports and travel,30-12-1899 07:49:00 pm,408.73,,20.4365,4.761904762,,7,8.2,20.4365,429.1665,58.39
C,Naypyitaw,Member,18-03-2019,Female,413-20-6708,Ewallet,Fashion accessories,30-12-1899 03:52:00 pm,51.47,,2.5735,4.761904762,,1,8.5,2.5735,54.0435,51.47
B,Mandalay,Member,29-03-2019,Male,425-85-2085,Ewallet,Health and beauty,30-12-1899 04:48:00 pm,274.3,,13.715,4.761904762,,5,9.8,13.715,288.015,54.86
C,Naypyitaw,Member,22-01-2019,Male,521-18-7827,Credit card,Home and lifestyle,30-12-1899 08:46:00 pm,196.95,,9.8475,4.761904762,,5,8.7,9.8475,206.7975,39.39
A,Yangon,Normal,01-03-2019,Male,220-28-1851,Ewallet,Home and lifestyle,30-12-1899 06:14:00 pm,69.46,,3.473,4.761904762,,2,9.7,3.473,72.933,34.73
C,Naypyitaw,Member,17-01-2019,Male,600-38-9738,Credit card,Sports and travel,30-12-1899 03:05:00 pm,359.6,,17.98,4.761904762,,5,4.3,17.98,377.58,71.92
B,Mandalay,Normal,26-03-2019,Female,734-91-1155,Credit card,Electronic accessories,30-12-1899 10:34:00 am,137.13,,6.8565,4.761904762,,3,7.7,6.8565,143.9865,45.71
C,Naypyitaw,Member,20-03-2019,Female,451-28-5717,Cash,Home and lifestyle,30-12-1899 11:23:00 am,499.02,,24.951,4.761904762,,6,7.3,24.951,523.971,83.17
A,Yangon,Member,06-02-2019,Female,609-81-8548,Credit card,Home and lifestyle,30-12-1899 01:55:00 pm,224.64,,11.232,4.761904762,,6,5.9,11.232,235.872,37.44
C,Naypyitaw,Normal,01-01-2019,Male,133-14-7229,Cash,Health and beauty,30-12-1899 11:43:00 am,125.74,,6.287,4.761904762,,2,5,6.287,132.027,62.87
A,Yangon,Normal,27-01-2019,Male,534-01-4457,Credit card,Food and beverages,30-12-1899 02:36:00 pm,490.26,,24.513,4.761904762,,6,8,24.513,514.773,81.71
A,Yangon,Member,25-02-2019,Female,719-89-8991,Ewallet,Sports and travel,30-12-1899 04:03:00 pm,457.05,,22.8525,4.761904762,,5,7.1,22.8525,479.9025,91.41
B,Mandalay,Normal,16-01-2019,Male,286-62-6248,Credit card,Fashion accessories,30-12-1899 08:03:00 pm,156.84,,7.842,4.761904762,,4,9,7.842,164.682,39.21
B,Mandalay,Member,13-01-2019,Male,339-38-9982,Ewallet,Fashion accessories,30-12-1899 02:55:00 pm,119.72,,5.986,4.761904762,,2,6.7,5.986,125.706,59.86
B,Mandalay,Member,07-02-2019,Female,827-44-5872,Credit card,Food and beverages,30-12-1899 11:28:00 am,543.6,,27.18,4.761904762,,10,6.1,27.18,570.78,54.36
A,Yangon,Normal,17-02-2019,Male,827-77-7633,Cash,Sports and travel,30-12-1899 07:41:00 pm,882.81,,44.1405,4.761904762,,9,9.3,44.1405,926.9505,98.09
A,Yangon,Normal,12-02-2019,Male,287-83-1405,Ewallet,Health and beauty,30-12-1899 07:01:00 pm,152.58,,7.629,4.761904762,,6,7,7.629,160.209,25.43
A,Yangon,Member,24-01-2019,Male,435-13-4908,Credit card,Fashion accessories,30-12-1899 06:04:00 pm,693.44,,34.672,4.761904762,,8,7.2,34.672,728.112,86.68
B,Mandalay,Normal,06-02-2019,Male,857-67-9057,Ewallet,Electronic accessories,30-12-1899 07:20:00 pm,229.5,,11.475,4.761904762,,10,8.2,11.475,240.975,22.95
C,Naypyitaw,Normal,26-03-2019,Female,236-27-1144,Ewallet,Food and beverages,30-12-1899 10:31:00 am,146.79,,7.3395,4.761904762,,9,8.4,7.3395,154.1295,16.31
A,Yangon,Normal,11-03-2019,Female,892-05-6689,Ewallet,Home and lifestyle,30-12-1899 01:28:00 pm,141.6,,7.08,4.761904762,,5,6.2,7.08,148.68,28.32
C,Naypyitaw,Normal,07-02-2019,Male,583-41-4548,Ewallet,Home and lifestyle,30-12-1899 11:36:00 am,116.69,,5.8345,4.761904762,,7,7.4,5.8345,122.5245,16.67
B,Mandalay,Member,05-01-2019,Female,339-12-4827,Credit card,Fashion accessories,30-12-1899 11:32:00 am,73.96,,3.698,4.761904762,,1,5,3.698,77.658,73.96
A,Yangon,Normal,07-03-2019,Male,643-38-7867,Ewallet,Home and lifestyle,30-12-1899 11:44:00 am,97.94,,4.897,4.761904762,,1,6.9,4.897,102.837,97.94
A,Yangon,Normal,25-02-2019,Female,308-81-0538,Credit card,Fashion accessories,30-12-1899 05:16:00 pm,292.2,,14.61,4.761904762,,4,4.9,14.61,306.81,73.05
C,Naypyitaw,Member,01-02-2019,Female,358-88-9262,Ewallet,Food and beverages,30-12-1899 06:43:00 pm,524.88,,26.244,4.761904762,,6,5.1,26.244,551.124,87.48
A,Yangon,Normal,22-01-2019,Male,460-35-4390,Ewallet,Home and lifestyle,30-12-1899 11:00:00 am,92.04,,4.602,4.761904762,,3,9.1,4.602,96.642,30.68
C,Naypyitaw,Member,03-01-2019,Male,343-87-0864,Credit card,Health and beauty,30-12-1899 10:30:00 am,75.88,,3.794,4.761904762,,1,7.1,3.794,79.674,75.88
B,Mandalay,Member,13-02-2019,Female,173-50-1108,Credit card,Sports and travel,30-12-1899 12:14:00 pm,80.72,,4.036,4.761904762,,4,5,4.036,84.756,20.18
C,Naypyitaw,Member,28-01-2019,Male,243-47-2663,Credit card,Electronic accessories,30-12-1899 04:43:00 pm,112.62,,5.631,4.761904762,,6,5.5,5.631,118.251,18.77
B,Mandalay,Normal,05-01-2019,Female,841-18-8232,Credit card,Food and beverages,30-12-1899 08:40:00 pm,71.2,,3.56,4.761904762,,1,9.2,3.56,74.76,71.2
B,Mandalay,Member,19-03-2019,Male,701-23-5550,Ewallet,Home and lifestyle,30-12-1899 01:40:00 pm,155.24,,7.762,4.761904762,,4,4.9,7.762,163.002,38.81
A,Yangon,Normal,12-01-2019,Female,647-50-1224,Ewallet,Fashion accessories,30-12-1899 04:23:00 pm,294.2,,14.71,4.761904762,,10,8.9,14.71,308.91,29.42
A,Yangon,Normal,07-01-2019,Male,541-48-8554,Credit card,Sports and travel,30-12-1899 12:08:00 pm,548.55,,27.4275,4.761904762,,9,6,27.4275,575.9775,60.95
B,Mandalay,Normal,26-01-2019,Female,539-21-7227,Cash,Sports and travel,30-12-1899 05:45:00 pm,257.7,,12.885,4.761904762,,5,4.2,12.885,270.585,51.54
A,Yangon,Normal,23-01-2019,Female,213-32-1216,Cash,Electronic accessories,30-12-1899 10:28:00 am,396.36,,19.818,4.761904762,,6,7.3,19.818,416.178,66.06
B,Mandalay,Normal,09-02-2019,Male,747-58-7183,Ewallet,Fashion accessories,30-12-1899 08:31:00 pm,171.81,,8.5905,4.761904762,,3,6.5,8.5905,180.4005,57.27
B,Mandalay,Normal,22-02-2019,Female,582-52-8065,Cash,Fashion accessories,30-12-1899 10:49:00 am,488.79,,24.4395,4.761904762,,9,8.9,24.4395,513.2295,54.31
B,Mandalay,Normal,05-02-2019,Female,210-57-1719,Cash,Health and beauty,30-12-1899 12:34:00 pm,524.16,,26.208,4.761904762,,9,9.7,26.208,550.368,58.24
C,Naypyitaw,Normal,07-03-2019,Male,399-69-4630,Credit card,Electronic accessories,30-12-1899 10:23:00 am,133.26,,6.663,4.761904762,,6,8.6,6.663,139.923,22.21
A,Yangon,Member,25-03-2019,Male,134-75-2619,Cash,Electronic accessories,30-12-1899 06:51:00 pm,135.24,,6.762,4.761904762,,7,6.9,6.762,142.002,19.32
B,Mandalay,Normal,20-01-2019,Male,356-44-8813,Credit card,Home and lifestyle,30-12-1899 01:45:00 pm,112.44,,5.622,4.761904762,,3,7.7,5.622,118.062,37.48
B,Mandalay,Member,04-02-2019,Female,198-66-9832,Cash,Fashion accessories,30-12-1899 07:38:00 pm,144.08,,7.204,4.761904762,,2,9.5,7.204,151.284,72.04
C,Naypyitaw,Member,30-01-2019,Female,283-26-5248,Ewallet,Food and beverages,30-12-1899 08:23:00 pm,985.2,,49.26,4.761904762,,10,4.5,49.26,1034.46,98.52
A,Yangon,Member,02-01-2019,Male,712-39-0363,Ewallet,Food and beverages,30-12-1899 03:24:00 pm,249.96,,12.498,4.761904762,,6,5.6,12.498,262.458,41.66
A,Yangon,Member,29-03-2019,Female,218-59-9410,Ewallet,Home and lifestyle,30-12-1899 04:54:00 pm,217.26,,10.863,4.761904762,,3,8.2,10.863,228.123,72.42
B,Mandalay,Normal,14-03-2019,Male,174-75-0888,Cash,Electronic accessories,30-12-1899 12:32:00 pm,194.22,,9.711,4.761904762,,9,7.3,9.711,203.931,21.58
C,Naypyitaw,Normal,11-02-2019,Male,866-99-7614,Credit card,Food and beverages,30-12-1899 03:42:00 pm,892,,44.6,4.761904762,,10,4.4,44.6,936.6,89.2
B,Mandalay,Normal,30-01-2019,Female,134-54-4720,Ewallet,Electronic accessories,30-12-1899 01:58:00 pm,339.36,,16.968,4.761904762,,8,5.7,16.968,356.328,42.42
A,Yangon,Member,20-03-2019,Male,760-90-2357,Ewallet,Electronic accessories,30-12-1899 03:08:00 pm,447.06,,22.353,4.761904762,,6,5,22.353,469.413,74.51
B,Mandalay,Normal,20-03-2019,Male,514-37-2845,Cash,Fashion accessories,30-12-1899 01:02:00 pm,198.5,,9.925,4.761904762,,2,9,9.925,208.425,99.25
A,Yangon,Normal,17-01-2019,Female,698-98-5964,Credit card,Food and beverages,30-12-1899 01:01:00 pm,812.1,,40.605,4.761904762,,10,6.3,40.605,852.705,81.21
C,Naypyitaw,Normal,03-02-2019,Female,718-57-9773,Credit card,Sports and travel,30-12-1899 04:40:00 pm,493.3,,24.665,4.761904762,,10,9.4,24.665,517.965,49.33
A,Yangon,Normal,01-01-2019,Female,651-88-7328,Cash,Fashion accessories,30-12-1899 01:55:00 pm,591.66,,29.583,4.761904762,,9,7.7,29.583,621.243,65.74
B,Mandalay,Normal,10-01-2019,Female,241-11-2261,Credit card,Fashion accessories,30-12-1899 10:33:00 am,559.02,,27.951,4.761904762,,7,5.5,27.951,586.971,79.86
C,Naypyitaw,Normal,02-03-2019,Female,408-26-9866,Ewallet,Sports and travel,30-12-1899 04:42:00 pm,517.86,,25.893,4.761904762,,7,4.1,25.893,543.753,73.98
B,Mandalay,Member,25-02-2019,Female,834-83-1826,Credit card,Home and lifestyle,30-12-1899 05:16:00 pm,410.2,,20.51,4.761904762,,5,7.6,20.51,430.71,82.04
B,Mandalay,Member,29-01-2019,Male,343-61-3544,Cash,Sports and travel,30-12-1899 11:48:00 am,266.7,,13.335,4.761904762,,10,8.6,13.335,280.035,26.67
A,Yangon,Member,10-03-2019,Male,239-48-4278,Ewallet,Food and beverages,30-12-1899 07:35:00 pm,70.91,,3.5455,4.761904762,,7,8.3,3.5455,74.4555,10.13
B,Mandalay,Normal,13-01-2019,Male,355-34-6244,Credit card,Food and beverages,30-12-1899 07:55:00 pm,144.78,,7.239,4.761904762,,2,8.1,7.239,152.019,72.39
A,Yangon,Normal,22-03-2019,Male,550-84-8664,Credit card,Sports and travel,30-12-1899 02:33:00 pm,429.55,,21.4775,4.761904762,,5,8.6,21.4775,451.0275,85.91
B,Mandalay,Member,01-03-2019,Male,339-96-8318,Ewallet,Fashion accessories,30-12-1899 07:49:00 pm,569.17,,28.4585,4.761904762,,7,6.3,28.4585,597.6285,81.31
B,Mandalay,Normal,20-02-2019,Male,458-61-0011,Cash,Food and beverages,30-12-1899 06:43:00 pm,241.2,,12.06,4.761904762,,4,5.8,12.06,253.26,60.3
C,Naypyitaw,Normal,14-01-2019,Male,592-34-6155,Ewallet,Food and beverages,30-12-1899 02:43:00 pm,127.08,,6.354,4.761904762,,4,6.2,6.354,133.434,31.77
A,Yangon,Normal,26-03-2019,Female,797-88-0493,Cash,Health and beauty,30-12-1899 01:54:00 pm,257.08,,12.854,4.761904762,,4,7.7,12.854,269.934,64.27
B,Mandalay,Normal,01-03-2019,Male,207-73-1363,Ewallet,Health and beauty,30-12-1899 12:15:00 pm,139.02,,6.951,4.761904762,,2,8.1,6.951,145.971,69.51
C,Naypyitaw,Normal,07-01-2019,Male,390-31-6381,Cash,Food and beverages,30-12-1899 12:37:00 pm,81.66,,4.083,4.761904762,,3,7.3,4.083,85.743,27.22
A,Yangon,Member,01-02-2019,Female,443-82-0585,Cash,Health and beauty,30-12-1899 07:54:00 pm,310.72,,15.536,4.761904762,,4,8.4,15.536,326.256,77.68
C,Naypyitaw,Member,13-02-2019,Female,339-18-7061,Credit card,Fashion accessories,30-12-1899 03:06:00 pm,185.96,,9.298,4.761904762,,2,8,9.298,195.258,92.98
B,Mandalay,Member,14-01-2019,Female,359-90-3665,Credit card,Fashion accessories,30-12-1899 06:03:00 pm,72.32,,3.616,4.761904762,,4,9.5,3.616,75.936,18.08
B,Mandalay,Normal,19-01-2019,Male,375-72-3056,Ewallet,Sports and travel,30-12-1899 03:58:00 pm,189.18,,9.459,4.761904762,,3,7,9.459,198.639,63.06
A,Yangon,Normal,09-03-2019,Male,127-47-6963,Credit card,Health and beauty,30-12-1899 01:53:00 pm,206.84,,10.342,4.761904762,,4,9.8,10.342,217.182,51.71
A,Yangon,Normal,27-03-2019,Female,278-86-2735,Cash,Food and beverages,30-12-1899 02:03:00 pm,157.02,,7.851,4.761904762,,3,9.2,7.851,164.871,52.34
A,Yangon,Normal,04-02-2019,Female,695-28-6250,Ewallet,Sports and travel,30-12-1899 04:38:00 pm,215.3,,10.765,4.761904762,,5,7.7,10.765,226.065,43.06
C,Naypyitaw,Normal,14-03-2019,Male,379-17-6588,Cash,Fashion accessories,30-12-1899 11:07:00 am,596.1,,29.805,4.761904762,,10,5.3,29.805,625.905,59.61
A,Yangon,Normal,04-03-2019,Male,227-50-3718,Cash,Health and beauty,30-12-1899 12:23:00 pm,73.1,,3.655,4.761904762,,5,4.4,3.655,76.755,14.62
C,Naypyitaw,Member,03-03-2019,Male,302-15-2162,Credit card,Health and beauty,30-12-1899 10:54:00 am,279.18,,13.959,4.761904762,,6,4.3,13.959,293.139,46.53
C,Naypyitaw,Member,27-01-2019,Female,788-07-8452,Ewallet,Home and lifestyle,30-12-1899 05:38:00 pm,169.68,,8.484,4.761904762,,7,9.4,8.484,178.164,24.24
A,Yangon,Member,07-02-2019,Female,560-49-6611,Cash,Sports and travel,30-12-1899 02:13:00 pm,45.58,,2.279,4.761904762,,1,9.8,2.279,47.859,45.58
A,Yangon,Member,05-02-2019,Female,880-35-0356,Ewallet,Sports and travel,30-12-1899 11:51:00 am,225.6,,11.28,4.761904762,,3,4.8,11.28,236.88,75.2
B,Mandalay,Member,15-03-2019,Male,585-11-6748,Cash,Sports and travel,30-12-1899 01:05:00 pm,290.4,,14.52,4.761904762,,3,5.3,14.52,304.92,96.8
B,Mandalay,Normal,01-03-2019,Male,470-31-3286,Credit card,Health and beauty,30-12-1899 11:30:00 am,44.46,,2.223,4.761904762,,3,8.7,2.223,46.683,14.82
A,Yangon,Normal,15-02-2019,Male,152-68-2907,Credit card,Food and beverages,30-12-1899 01:30:00 pm,156.6,,7.83,4.761904762,,3,9.5,7.83,164.43,52.2
C,Naypyitaw,Normal,17-02-2019,Female,123-35-4896,Ewallet,Sports and travel,30-12-1899 07:11:00 pm,419.94,,20.997,4.761904762,,9,5.3,20.997,440.937,46.66
C,Naypyitaw,Normal,26-01-2019,Female,258-69-7810,Cash,Fashion accessories,30-12-1899 06:53:00 pm,184.25,,9.2125,4.761904762,,5,9.2,9.2125,193.4625,36.85
A,Yangon,Member,24-03-2019,Female,334-64-2006,Ewallet,Home and lifestyle,30-12-1899 02:22:00 pm,140.64,,7.032,4.761904762,,2,9.6,7.032,147.672,70.32
C,Naypyitaw,Normal,23-01-2019,Male,219-61-4139,Ewallet,Electronic accessories,30-12-1899 05:16:00 pm,83.08,,4.154,4.761904762,,1,6.4,4.154,87.234,83.08
C,Naypyitaw,Normal,26-01-2019,Female,881-41-7302,Credit card,Fashion accessories,30-12-1899 10:06:00 am,64.99,,3.2495,4.761904762,,1,4.5,3.2495,68.2395,64.99
C,Naypyitaw,Normal,14-03-2019,Male,373-09-4567,Ewallet,Food and beverages,30-12-1899 08:35:00 pm,775.6,,38.78,4.761904762,,10,6.9,38.78,814.38,77.56
